,id,popularity,title,vote_average,vote_count
17641,14215,3.949,Restraint,6.1,58
17643,25855,2.009,Raging Phoenix,6.1,23
17660,23587,2.708,Vigilante,7.0,21
17667,16092,1.134,The Appeared,5.3,21
17710,18093,5.809,Northanger Abbey,6.8,123
17715,5473,2.814,De Dominee,6.6,12
17720,13616,2.101,Children of Glory,7.5,11
17722,24428,51.7,The Avengers,7.6,18191
17738,10316,8.683,The Ides of March,6.7,1346
17760,17658,1.975,Someone I Loved,6.2,24
17763,13687,3.179,I Want Candy,5.0,54
17826,11383,1.237,The Living Desert,8.1,11
17830,24566,0.846,Examined Life,6.8,7
17838,6182,0.696,The Dream Catcher,6.5,8
17845,9345,0.765,Exit,5.7,12
17877,10005,4.79,Behind Enemy Lines II: Axis of Evil,4.5,54
17882,18916,1.695,A Pain in the Ass,5.1,24
17892,23807,2.017,2019: After the Fall of New York,5.3,32
17904,3966,0.871,Blondie Knows Best,6.0,1
17915,12838,4.327,One to Another,6.1,16
17916,22819,1.959,American Son,4.3,8
17952,18865,1.023,Crashing,4.6,6
17960,18520,1.542,Al Franken - God Spoke,6.8,4
17963,22396,1.929,"China 9, Liberty 37",4.2,3
17968,14127,1.094,Cherry Crush,4.5,9
17970,17578,12.531,The Adventures of Tintin,6.8,3101
17980,25656,1.178,Glasses,6.8,15
17982,6360,1.88,Actresses,5.8,11
17990,19034,0.693,The Fall of the House of Usher,6.1,7
17997,14673,3.391,Savage Streets,6.6,44
18010,26738,2.321,Rage,3.9,12
18021,12428,0.6,Paper Soldier,4.5,6
18022,4790,1.766,The Nada Gang,6.2,6
18023,17495,1.099,Whatever Lola wants,6.5,13
18035,9364,6.693,Wuthering Heights,6.0,109
18038,11403,3.057,The River Why,5.6,28
18043,4195,1.355,Bluebeard,6.7,16
18044,14726,2.69,Espion(s),5.6,21
18045,4809,0.711,Good Morning Miss Dove,6.5,4
18056,20859,1.781,Blown Away,5.4,23
18058,23514,5.772,The Rum Diary,5.7,624
18069,25922,1.362,Before the Fall,6.1,20
18072,24185,1.04,The Wedding Director,6.1,18
18075,22165,1.736,The Bridge to Nowhere,4.8,10
18083,21244,0.873,Cyclomania,6.6,6
18085,13060,5.115,Lifted,7.6,337
18091,20002,1.448,Chandni Chowk To China,4.6,33
18095,15157,6.649,Another Cinderella Story,6.5,881
18103,17155,0.603,Bigga Than Ben,5.4,7
18105,25834,4.219,Xtro,5.6,66
18107,19305,0.78,Applause,5.8,5
18115,11625,7.534,Asterix and the Big Fight,6.4,248
18116,9369,7.806,Asterix Conquers America,6.2,252
18117,9642,6.807,Asterix and the Vikings,6.1,318
18131,25413,1.641,The Suspect,6.5,11
18143,13396,6.109,The Snowman,7.6,119
18154,15736,1.648,The Death King,6.4,35
18159,1254,5.491,"Don't Worry, I'm Fine",7.4,297
18165,26824,0.759,Flamenco,6.3,4
18168,25653,1.4,Wild Animals,6.4,11
18173,22075,0.6,Angelus,8.0,4
18183,17775,0.6,Toronto Stories,4.5,3
18185,20186,0.84,Better Things,5.8,11
18197,16939,1.405,Last Holiday,7.8,12
18206,25688,1.583,Pitfall,6.9,20
18209,25915,0.919,Shockproof,5.8,9
18215,2349,1.258,Peas at 5:30,5.7,9
18218,24986,1.408,Sophie's Revenge,5.8,16
18220,24833,6.174,Santa Buddies,5.3,76
18235,13247,2.173,A Muppet Family Christmas,6.7,29
18243,14163,5.287,Chak De! India,7.4,121
18261,15346,1.203,The Golden Boys,5.5,5
18292,8368,0.84,The Garden of Eden,4.4,6
18298,26283,2.226,The Las Vegas Story,5.1,14
18310,15044,3.54,Einstein and Eddington,7.0,52
18329,25621,0.821,Decasia,7.1,9
18330,24870,1.259,Viva,5.4,12
18331,25774,0.6,Fados,6.7,3
18335,21613,1.181,Street Mobster,6.6,15
18350,21864,3.01,Wyvern,5.1,19
18369,23340,1.4,Queen of the Amazons,3.0,3
18376,19235,3.279,Dog Tags,4.8,13
18398,14224,1.489,E=mc²,6.2,17
18410,25058,0.6,Can Mr. Smith Get to Washington Anymore?,0.0,0
18412,26223,3.271,The Canyon,5.8,45
18418,15167,6.611,Barbie in the Nutcracker,6.6,486
18419,13976,1.085,Dylan Moran: Monster,8.0,22
18420,13586,1.572,"Dylan Moran: Like, Totally...",7.5,18
18421,26118,1.796,Dylan Moran: What It Is,7.7,13
18431,25143,2.804,My Boy Jack,6.5,33
18437,14205,3.001,Holding Trevor,5.1,20
18461,16702,0.653,Israeli Intelligence,4.3,2
18488,16564,5.339,Winter in Wartime,6.7,91
18492,14933,2.962,The Truth About Love,4.0,36
18512,21634,5.422,Prayers for Bobby,8.0,202
18550,17790,4.508,Zone Troopers,5.2,17
18551,15086,0.877,La patinoire,7.0,1
18554,25831,4.321,The Prince and the Pauper,6.6,85
18562,17345,1.328,Flywheel,6.5,27
18565,25228,0.869,Darling,6.1,8
18569,18705,1.289,Mr. Moto's Last Warning,5.5,8
18580,26642,1.518,The Dark Side of the Sun,4.9,26
18604,3051,1.605,Eye of the Devil,6.4,19
18607,20683,2.137,Pale Cocoon,7.1,25
18620,14346,1.673,Blackballed: The Bobby Dukes Story,5.6,7
18625,25435,0.781,Treed Murray,7.0,7
18680,26881,2.573,The Incredible Hulk Returns,5.3,37
18683,10679,7.89,Iron Sky,5.7,785
18690,22970,13.386,The Cabin in the Woods,6.5,3892
18694,2929,3.613,Frankenstein,6.2,62
18714,14686,4.262,Midnight Movie,5.4,34
18750,18591,0.88,Uncovered,5.8,14
18773,19757,1.591,Icarus XB 1,6.8,22
18780,25154,1.915,The Marc Pease Experience,4.4,28
18782,23281,0.849,One Body Too Many,5.6,7
18794,17347,1.625,Bride Flight,7.1,16
18812,15135,3.35,Feast III: The Happy Finish,5.1,54
18816,25799,0.931,Amu,7.0,11
18818,13486,13.037,The Scorpion King: Rise of a Warrior,4.2,276
18833,23683,0.683,The Poker Club,5.7,3
18838,26815,1.97,Rocket Singh: Salesman of the Year,6.9,44
18854,14400,7.007,The Heir Apparent: Largo Winch,6.1,261
18857,22683,4.899,Gifted Hands: The Ben Carson Story,7.7,168
18875,25121,1.294,Unnaipol Oruvan,6.9,17
18885,26864,1.789,The Fish Child,6.4,23
18896,12645,3.757,Inhale,6.2,60
18919,26583,2.728,The Keeper,5.3,39
18923,13640,6.549,Superman: Doomsday,6.5,223
18933,25564,1.982,Appointment with Danger,5.8,8
18937,12255,1.997,Cord,5.3,13
18953,20847,2.165,The Needle,6.2,19
18957,22855,6.67,Superman/Batman: Public Enemies,6.8,265
18965,13313,8.613,Beauty and the Beast: The Enchanted Christmas,6.0,468
18970,13761,7.526,Pocahontas II: Journey to a New World,5.2,655
18976,3556,0.892,Mad Dog Coll,6.0,1
18986,18150,0.6,Planet B-Boy,6.4,4
18994,13042,6.007,Presto,7.9,524
18995,13932,5.476,Jack-Jack Attack,7.4,394
18997,13062,5.886,Boundin',6.7,242
18998,13933,7.178,One Man Band,7.3,222
19003,13927,6.528,Tin Toy,6.4,162
19007,24752,12.528,Dragon Ball Z: Cooler's Revenge,6.6,213
19012,24729,1.4,The Toughest Man in the World,4.0,2
19021,1930,21.333,The Amazing Spider-Man,6.5,9908
19024,21506,5.036,Noroi: The Curse,6.8,87
19028,23823,12.604,Wrong Turn 3: Left for Dead,5.0,391
19029,16624,2.387,Blacksmith Scene,5.4,29
19043,25913,7.492,Balto II: Wolf Quest,6.0,236
19046,16059,0.698,Oneway-Ticket to Korsør,3.7,3
19051,11680,5.833,The Miser,6.4,169
19052,5965,1.507,Scorcher,3.8,14
19054,13926,5.615,Red's Dream,6.3,116
19056,13929,5.309,Geri's Game,7.8,517
19082,19575,1.4,Bob Funk,5.0,9
19087,14863,5.876,Anaconda 3: Offspring,4.3,94
19095,16716,5.147,A Christmas Carol,6.8,71
19098,13928,6.589,Knick Knack,7.2,222
19099,13930,7.474,For the Birds,7.5,580
19102,25048,2.104,Le Donk & Scor-zay-zee,5.3,12
19106,22059,4.047,The Fantastic Four,4.9,60
19118,8736,4.31,Dikkenek,6.8,306
19119,16130,5.169,La classe américaine,7.9,87
19126,18095,5.387,Dragon Ball GT: A Hero's Legacy,6.2,96
19132,18443,2.468,Decoys 2: Alien Seduction,5.4,21
19142,13676,0.6,The Little Mermaid: Ariel's Beginning,6.4,428
19148,20106,4.988,Bullit & Riper,6.2,123
19149,21145,2.773,Louise-Michel,6.1,37
19155,24410,1.69,K-20: The Fiend with Twenty Faces,6.0,21
19161,20499,2.023,The Cutter,5.6,15
19164,8266,5.536,Female Agents,6.8,100
19179,21537,1.533,Not Scared to Die,4.9,10
19207,14196,2.264,Garden Party,5.1,23
19211,14128,10.847,Cinderella II: Dreams Come True,5.8,655
19215,1556,3.595,Funeral Parade of Roses,7.0,37
19230,26556,1.094,Dara Ó Briain: Talks Funny,7.6,7
19248,12677,3.397,The Backwoods,5.5,39
19276,26505,8.516,Arthur and the Revenge of Maltazard,5.6,848
19277,15895,2.507,Deathstalker,4.2,42
19290,24421,2.179,Stag Night,4.9,31
19294,16640,0.6,Pirates of the Great Salt Lake,5.0,1
19315,20069,8.182,Manual of Love 2,5.2,145
19324,4822,0.641,Kismet,5.0,6
19328,19823,3.668,Dolan's Cadillac,5.8,60
19357,17165,4.217,Bleach: Fade to Black,7.2,49
19366,5422,1.557,Erotic Nights of the Living Dead,3.0,12
19393,15936,2.85,Just Add Water,5.2,28
19404,10089,1.249,Evil Bong,3.4,23
19429,537,1.346,Not Here to Be Loved,6.7,12
19435,15004,2.469,His Name Was Jason: 30 Years of Friday the 13th,6.9,35
19443,13830,3.963,Shottas,7.3,65
19454,16387,2.489,Daleks' Invasion Earth: 2150 A.D.,6.3,35
19486,18112,0.6,Boogie Man: The Lee Atwater Story,7.3,8
19530,9736,3.391,Love Me No More,7.0,79
19541,6078,0.6,The Strange Case of the End of Civilization as We Know It,6.1,7
19551,17216,1.224,Rx (Simple Lies),5.8,6
19558,17375,0.6,Rolling,6.0,1
19563,26233,3.295,April Fool's Day,4.1,35
19564,24863,2.376,Holiday Affair,7.3,25
19601,24385,1.4,Splinterheads,6.3,12
19602,13078,6.256,The Babysitters,5.3,117
19624,26405,4.555,Wake in Fright,7.6,97
19635,13391,4.96,Vexille,7.0,69
19638,24617,1.898,Atomic Twister,4.1,10
19644,14720,2.085,All About Actresses,6.4,40
19645,19139,3.753,Goal! III: Taking On The World,3.7,69
19653,20528,1.07,The Ambush: Incident at Blood Pass,7.0,12
19658,19794,5.259,Labor Pains,5.3,209
19665,12594,5.136,Wishmaster 2: Evil Never Dies,5.2,90
19691,16276,2.922,The Tiger Brigades,5.8,52
19701,25746,1.307,Kabei: Our Mother,7.4,17
19705,13678,2.669,The Last Trapper,7.1,43
19707,13728,3.618,Locked Out,6.0,62
19709,22969,1.584,Fire Over England,6.5,11
19715,16277,3.657,Skirt Day,7.2,93
19729,16016,1.05,Journey to Saturn,5.9,16
19740,24409,1.528,Nightmare Man,4.0,17
19760,18666,2.47,New Fist of Fury,5.6,32
19764,4311,1.394,The Sleeping Car Murder,6.7,23
19766,10792,2.185,Hothead,6.9,35
19771,18758,3.538,To Kill with Intrigue,6.2,17
19772,18735,1.41,Magnificent Bodyguards,6.8,6
19773,19274,4.322,Fearless Hyena,6.4,48
19775,18867,2.089,Half a Loaf of Kung Fu,6.5,25
19776,26152,1.526,Erreur de la banque en votre faveur,5.6,29
19777,13679,6.599,Kirikou and the Wild Beasts,6.3,152
19781,21317,0.6,Paramore: The Final Riot!,10.0,3
19787,18741,2.586,Fearless Hyena Part II,6.3,21
19809,25539,5.607,Winners & Sinners,6.4,54
19813,10044,4.867,My Lucky Stars,6.5,55
19820,10275,3.018,The Shaolin Temple,7.2,40
19836,15770,2.175,Born to Defence,5.9,12
19837,20811,3.219,The Master,6.0,39
19838,10852,3.523,Kung Fu Cult Master,6.8,21
19845,18725,2.281,The Enforcer,6.2,36
19847,10620,4.592,Once Upon a Time in China and America,5.8,35
19848,10616,5.052,Contract Killer,6.5,44
19856,8941,0.783,Versailles,5.0,5
19873,160,5.636,The Arrival of a Train at La Ciotat,7.0,158
19874,11540,5.427,Adventures of Arsene Lupin,5.2,173
19876,26656,2.621,Ghost Machine,5.1,24
19884,16221,2.559,Dororo,6.2,25
19888,19099,6.342,Frenchmen,6.5,86
19928,16315,2.47,Campfire Tales,5.9,31
19935,14419,1.519,"Coluche, l'histoire d'un mec",6.2,25
19937,22752,4.582,The Reluctant Dragon,6.8,46
19966,22379,1.848,Slipstream,4.8,20
19969,24446,7.223,Holiday in Handcuffs,6.4,82
19975,18038,1.96,Holiday Reunion,3.3,8
20003,20224,3.132,Remember the Daze,5.5,30
20014,4412,2.071,Les Misérables,6.5,25
20026,4910,1.709,The Man Who Haunted Himself,6.6,29
20027,20513,1.488,Dakota Skye,6.1,23
20053,4171,3.583,Odette Toulemonde,5.7,61
20066,22066,2.178,The Marsh,4.9,29
20068,26467,0.637,The Climb,5.5,4
20080,19844,1.816,Kiss the Bride,5.2,18
20106,26114,3.118,Jesse Stone: Sea Change,7.0,36
20114,14078,1.293,Morgan Pålsson - Världsreporter,5.1,11
20119,15932,3.105,The Candidate,5.8,20
20129,23976,0.6,Nursery University,5.4,4
20165,26005,1.785,Made in Hong Kong,7.2,22
20170,24925,2.76,Night of the Demons 2,5.8,49
20192,20088,1.513,Kon-Tiki,7.7,19
20205,14614,2.074,Churchill: The Hollywood Years,5.2,18
20207,19336,3.212,Godzilla vs. Gigan,5.5,41
20208,24105,0.949,The Music Man,4.8,10
20241,18912,5.586,Angst,7.3,98
20254,20302,0.6,A Life Apart: Hasidism in America,4.3,2
20261,13648,10.09,Resident Evil: Degeneration,6.4,394
20269,24578,1.354,The Waiting Room,6.2,6
20280,13946,0.979,The Rage,4.3,18
20290,17577,6.077,The Devil's Tomb,4.4,78
20367,14591,0.6,911 in Plane Site,7.3,8
20375,24479,0.877,"Look, Up in the Sky: The Amazing Story of Superman",7.1,7
20398,9834,3.519,The Net 2.0,5.1,38
20400,14850,1.319,Tripping the Rift: The Movie,5.4,19
20413,17728,2.061,Wieners,5.0,22
20418,26883,2.035,The Trial of the Incredible Hulk,5.3,27
20427,4868,2.273,Genghis Khan,6.6,18
20481,23524,0.6,Steep,4.3,3
20496,20016,1.882,Trailer Park of Terror,4.6,36
20498,25038,2.882,2:22,5.4,16
20534,20989,0.798,18 Fingers of Death!,3.7,6
20537,17501,4.761,Don,7.1,98
20538,18034,1.4,A Bunch of Amateurs,6.0,9
20542,23790,2.379,Magadheera,7.3,34
20545,5686,0.823,A Night in Heaven,4.4,8
20546,26547,3.538,'Twas the Night Before Christmas,6.9,24
20547,18843,7.296,Dr. Dolittle 3,4.7,187
20550,19809,2.142,Copper Mountain,3.0,13
20561,14607,2.298,Loaded,3.9,19
20563,25516,5.451,Koi... Mil Gaya,6.6,81
20570,3146,3.214,The War of the Gargantuas,6.7,16
20586,25290,2.002,Year of the Jellyfish,6.6,15
20587,3052,1.513,Don't Make Waves,5.9,9
20615,24527,2.06,Undefeatable,5.4,24
20638,4258,11.141,Scary Movie 5,4.6,1398
20641,13647,4.425,The Invincible Iron Man,5.7,63
20660,25693,2.096,Albino Farm,3.9,14
20671,24133,1.984,One-Eyed Monster,4.6,32
20677,18089,2.362,Miss Austen Regrets,5.9,28
20680,19688,2.573,Middle of Nowhere,5.9,32
20690,23705,1.413,A Better Way to Die,5.9,13
20692,20181,2.642,Tunnel Rats,4.9,32
20696,19989,1.987,Aces 'N' Eights,5.7,8
20698,25117,1.551,Bill Hicks: Revelations,8.4,34
20709,19156,4.188,Legendary Weapons of China,6.9,14
20710,26693,2.201,Ju-on: White Ghost,6.2,30
20717,25272,0.953,Under the Salt,6.0,8
20733,14921,2.24,Three and Out,6.1,19
20737,19568,1.978,Airspeed,3.0,5
20742,21522,2.41,Enter the Phoenix,6.5,12
20745,11119,5.393,Fortress 2,4.7,82
20750,26293,2.028,Hurt,4.4,13
20757,8768,1.376,The Little Thief,6.6,21
20771,23112,3.331,Bliss,6.9,20
20780,21862,4.999,Deep in the Valley,5.3,53
20785,458,8.19,Sissi: The Young Empress,7.2,177
20791,16150,0.916,Darkon,6.3,8
20799,20803,4.977,Ivan Vasilyevich Changes His Profession,7.9,119
20812,2077,1.949,The Rink,6.7,44
20818,26146,1.432,My Wrongs 8245-8249 And 117,6.1,15
20830,18146,1.637,Up Periscope,5.6,13
20864,22911,0.978,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,6.7,9
20926,25111,1.858,Far Out Man,4.9,10
20934,6636,1.018,The Mugger,5.3,5
21027,24935,2.903,Return of the Living Dead: Necropolis,3.6,44
21029,24939,2.839,Return of the Living Dead: Rave to the Grave,3.9,30
21038,26018,1.785,Food Matters,6.9,29
21039,20223,1.861,Bad Girls,5.1,27
21040,19506,2.197,ICHI,6.9,47
21041,22765,1.302,The Shadow Riders,6.3,14
21073,24646,2.161,Den ofrivillige golfaren,4.4,24
21074,5898,2.456,Brain Dead,5.8,28
21108,23431,0.715,An Angel Named Billy,2.5,2
21112,5646,1.223,Wild Gals of the Naked West,4.0,10
21123,17303,1.54,The Devil Dared Me To,5.4,13
21128,23368,1.09,Let's Make Money,7.6,15
21138,19593,2.078,The Death of the Incredible Hulk,4.4,30
21166,17275,0.963,The All Together,5.8,4
21181,26622,1.391,Always Outnumbered,6.6,10
21185,11144,6.406,They Called Him Bulldozer,6.7,126
21186,11614,5.246,Bomber,6.6,115
21189,22924,2.127,Armored Car Robbery,6.6,19
21194,19154,5.718,The Second Arrival,3.4,35
21196,26450,1.971,Phantom of the Megaplex,6.0,34
21206,23535,4.377,Class of 1999,6.2,81
21223,21683,6.669,Batman: Mystery of the Batwoman,6.7,140
21237,18851,2.632,The Cat and the Canary,7.1,28
21251,24631,1.812,"Maria, ihm schmeckt's nicht!",6.1,31
21252,26158,0.727,Around the World Under the Sea,5.5,4
21281,15440,3.823,Cold Prey II,6.4,97
21283,19029,1.806,When Nietzsche Wept,6.3,21
21311,25756,3.575,Clownhouse,6.0,59
21318,21708,2.652,My Wife Is a Gangster 2,5.9,17
21322,17886,2.291,Mutants,5.4,44
21334,2911,2.378,The Last Drop,4.3,16
21335,16921,4.557,Autopsy,4.8,81
21336,25172,1.963,Komodo,4.8,37
21358,24789,3.586,Subspecies,5.5,34
21388,10432,1.614,Hack!,5.1,17
21402,17282,0.6,Rage of Honor,5.3,6
21427,11111,1.053,King Lines,6.5,6
21444,12791,3.562,End of the Line,6.0,52
21445,9971,0.68,The Last Run,4.2,5
21462,22731,3.933,Pig Hunt,4.9,24
21464,19458,6.434,Princess Protection Program,6.4,864
21495,23045,1.902,Killers from Space,3.4,20
21497,25666,2.467,Frog Dreaming,5.5,15
21504,2093,3.695,Amsterdamned,6.1,47
21511,26251,0.872,Wanda Sykes: Sick and Tired,8.0,1
21513,23385,1.845,New Town Killers,5.7,19
21514,15810,1.589,The Tender Hook,4.0,1
21530,25377,3.06,Paintball,3.8,59
21536,24331,3.189,Scanners II: The New Order,4.7,40
21540,25584,0.723,Every Other Week,4.5,3
21564,21381,1.228,Rabid Grannies,5.1,18
21568,1803,4.861,Angel,6.4,22
21581,3149,2.11,Jesse James Meets Frankenstein's Daughter,4.1,10
21593,10598,4.634,Dirty,5.3,54
21597,14143,0.895,The Devil's Ground,4.3,8
21600,4479,1.041,Les Misérables,6.9,12
21615,17025,1.807,Look,5.3,14
21625,19623,1.25,Drona,2.7,10
21628,10006,1.082,Wild Seven,3.7,11
21633,8935,0.838,Parking,7.4,7
21638,10085,4.108,Unrest,5.2,59
21664,18167,3.133,Another 9 1/2 Weeks,3.8,21
21668,3160,2.437,Frankenstein Conquers the World,5.5,11
21722,19594,5.672,Bartok the Magnificent,6.1,95
21740,4519,2.842,Conversations with My Gardener,6.5,39
21742,19658,3.32,Race,6.1,49
21747,13390,3.411,Tortured,5.5,29
21759,15709,5.25,Changing Sides,5.5,174
21766,16242,1.112,The Patriots,7.2,13
21778,14297,1.703,Root of All Evil?,7.6,28
21791,12636,4.564,Godzilla Against MechaGodzilla,6.8,50
21804,19644,2.377,Silmido,6.6,35
21806,24786,2.838,In Tranzit,6.1,22
21829,4146,0.6,The Wonderful Crook,5.6,4
21830,21776,3.219,Cash Truck,6.5,55
21831,19039,1.341,The Conclave,6.8,9
21837,15725,1.199,Chasing Ghosts: Beyond the Arcade,6.9,22
21855,13293,1.586,China O'Brien,5.7,22
21863,24506,2.29,The Enemies of Reason,7.4,15
21871,4578,1.456,Flesh,5.9,17
21875,15991,3.709,Bad Biology,4.9,63
21890,3030,0.994,End of the World,3.8,6
21894,25781,2.832,A Raisin in the Sun,6.2,13
21909,18547,1.302,The Ferryman,4.4,12
21931,2072,1.137,Cyberjack,6.6,7
21939,21930,2.12,Gamera,5.2,31
21940,16692,3.413,The Tale of Zatoichi,7.3,46
21941,16693,1.829,The Tale of Zatoichi Continues,7.2,30
21946,18440,0.905,Days of Darkness,4.7,9
21959,22899,1.7,Gamera vs. Barugon,5.6,12
21960,16985,5.879,Legally Blondes,4.7,95
21964,18510,1.246,New Tale of Zatoichi,7.1,25
21965,18511,1.339,Zatoichi the Fugitive,7.1,20
21985,25028,1.765,The Dead Next Door,5.4,25
21992,26131,0.862,Straight From the Heart,6.0,5
21997,14569,1.277,I-See-You.Com,4.5,19
22003,18624,1.779,Zatoichi on the Road,7.1,19
22010,5546,1.249,Dead Weekend,1.3,3
22016,18231,1.96,Star Trek: Of Gods And Men,5.1,8
22023,18977,1.4,The Boy and the Pirates,5.3,3
22028,8985,1.252,Visions of Europe,5.0,5
22029,18619,1.133,Ghetto,5.5,6
22041,15216,0.6,Midnight Clear,6.5,4
22057,19604,1.231,Decampitated,3.6,9
22066,20986,3.006,Gurren Lagann The Movie: Childhood's End,7.1,28
22067,23452,2.68,Gurren Lagann The Movie: The Lights in the Sky Are Stars,7.2,22
22069,18269,10.451,Lady and the Tramp II: Scamp's Adventure,6.2,592
22073,25866,7.1,The Sucker,7.3,240
22076,21410,1.205,Zatoichi's Vengeance,6.3,15
22095,20894,1.66,Guest from the Future,7.2,28
22096,20878,4.938,"Kidnapping, Caucasian Style",7.5,66
22110,11367,0.6,Odds and Evens,6.9,157
22135,5995,2.698,Miffo,4.7,7
22157,25583,1.273,Wonderful and Loved by All,6.0,2
22161,14499,3.045,Mio in the Land of Faraway,6.3,40
22172,8213,0.653,Sometime in August,5.5,2
22180,17478,4.642,Dhoom,6.1,81
22184,13194,2.554,Highlander: The Search for Vengeance,6.3,35
22208,13632,2.288,MacGyver: Trail to Doomsday,5.7,19
22217,15826,1.118,Restless Souls,4.8,5
22228,14432,2.156,The Secret,6.5,26
22236,8434,2.623,Summer Things,5.7,36
22264,24671,1.594,River Queen,6.7,10
22269,4949,0.936,A Time for Killing,4.1,7
22273,16076,1.287,Screwed in Tallinn,6.5,18
22304,20305,0.681,Nukes in Space,5.8,3
22307,6418,6.266,Hotel Chevalier,7.1,368
22309,15494,1.609,Starflight: The Plane That Couldn't Land,4.6,9
22325,19551,1.55,Shadow Puppets,4.9,23
22328,2442,0.6,The Final Cut,6.4,5
22336,10958,3.564,Flight 93,6.2,61
22337,26657,0.884,Nobody Lives Forever,5.7,8
22342,21072,1.719,Zero Tolerance,6.5,23
22360,11188,6.321,Curse of the Ring,6.7,59
22367,25003,0.6,Friends of God: A Road Trip with Alexandra Pelosi,7.0,2
22380,24475,4.01,Coco Chanel,6.5,56
22382,21073,1.082,The Goebbels Experiment,6.1,7
22383,11765,1.859,The Riddle of the Sands,6.6,11
22389,19199,2.526,Rampage at Apache Wells,6.0,19
22407,7269,1.739,Space Raiders,4.7,16
22447,15359,6.088,Wonder Woman,7.2,225
22451,21435,6.139,French Fried Vacation 3,4.0,384
22460,11927,4.079,Manhunt,5.0,39
22461,19400,3.749,Gwendoline,4.8,27
22479,14028,4.764,Behind Enemy Lines III: Colombia,4.9,56
22502,2594,5.225,Monsieur Batignole,7.1,98
22506,24685,4.044,Viper In The Fist,6.7,73
22516,20756,4.004,The Secret of NIMH 2: Timmy to the Rescue,4.3,28
22517,4883,2.921,Ten Little Indians,5.9,37
22528,25519,1.936,Pardes,6.5,29
22531,17794,1.357,Quest for a Heart,7.6,5
22565,12124,0.765,The Journey,4.8,6
22572,20493,1.377,Love Story 2050,3.5,15
22578,17684,4.832,Chouchou,5.4,221
22585,13470,4.149,Bury My Heart at Wounded Knee,6.3,42
22586,14872,4.346,The Cutting Edge: Going for the Gold,5.9,49
22591,22504,5.594,The King and the Mockingbird,7.9,124
22606,21474,0.6,Bring It On: Fight to the Finish,6.1,201
22608,13934,6.394,Mater and the Ghostlight,6.2,177
22609,13061,6.275,Your Friend the Rat,6.8,107
22610,24589,5.431,Dug's Special Mission,6.9,120
22617,4494,1.4,Rapture,6.4,21
22637,24417,2.106,Apartment 1303,5.0,29
22645,21580,1.076,Bill Maher: Victory Begins at Home,6.4,4
22647,19325,6.455,Bionicle: Mask of Light,6.0,56
22655,21379,3.136,Bionicle 2: Legends of Metru Nui,5.8,26
22656,18224,2.783,Bionicle 3: Web of Shadows,6.3,23
22659,24756,1.034,The Art of War III: Retribution,3.6,10
22674,22259,3.34,Bionicle: The Legend Reborn,4.9,36
22677,10574,0.616,Port of Freedom,7.6,5
22684,23527,2.167,First Squad: The Moment of Truth,5.4,28
22698,19492,2.809,Captain EO,6.1,42
22711,21788,4.802,Trouble at Timpetill,6.1,196
22716,20626,2.303,Special Correspondents,4.9,31
22726,24775,1.742,Blast,5.0,13
22740,8064,1.669,Chiko,6.4,28
22781,4111,0.991,Blondie of the Follies,7.6,5
